,name,location,tweet,friends,followers,status_count,time,device_type,sentiments,text
109,iam_machiavelli,british sas,rt @omasoroo: congratulations to pmb on our victory. atiku never had a snowball chance in hell challenging the people's verdict . the task…,720,893,7321,2019-10-30 14:52:51+00:00,iOS,positive,omasoroo congratulation pmb victory atiku never snowball chance hell challenging people verdict task
110,tunmishe_,none,rt @ayourb: it was not tyranny when same supreme court nullified zamfara apc victory at the polls and gave it to pdp that came a distant 2n…,2082,1741,29878,2019-10-30 14:52:52+00:00,android,negative,ayourb tyranny supreme court nullified zamfara apc victory poll gave pdp came distant 2n
111,RasheedFuggi,in my head,"rt @william_ukpe: if you're cheering because atiku has lost in the supreme court

let me tell you something about tyranny

it needs blood t…",12257,13453,56712,2019-10-30 14:52:52+00:00,iOS,neutral,william ukpe cheering atiku lost supreme court let tell something tyranny need blood
112,germanee02,"england, united kingdom","rt @bashirahmaad: the supreme court has dismissed the appeal filed by the peoples democratic party (pdp) and its candidate, atiku abubakar,…",141,398,19751,2019-10-30 14:52:53+00:00,android,neutral,bashirahmaad supreme court dismissed appeal filed people democratic party pdp candidate atiku abubakar
113,straightblad, 🌍 ,"rt @william_ukpe: if you're cheering because atiku has lost in the supreme court

let me tell you something about tyranny

it needs blood t…",224,9805,18768,2019-10-30 14:52:54+00:00,android,neutral,william ukpe cheering atiku lost supreme court let tell something tyranny need blood
114,Darablaqie,"lagos, nigeria",rt @babajidefadoju: breaking: atiku loses at supreme court – daily trust #atikuisstillcumming  https://t.co/cnhepssqgq,9852,10953,35926,2019-10-30 14:52:55+00:00,android,negative,babajidefadoju breaking atiku loses supreme court daily trust atikuisstillcumming
115,mayorbau,none,"rt @ayourb: those guys chop atiku sotey the man closed his chicken something at jabi mall. they chop the man sotey, they brought one clown…",1446,1004,69445,2019-10-30 14:52:56+00:00,android,negative,ayourb guy chop atiku sotey man closed chicken something jabi mall chop man sotey brought one clown
116,TosinOlugbenga,"lagos, nigeria","buhari would finish his second term and their nothing pdp can do about it except making noise.

that some nigerians… https://t.co/8whv4yjfth",51379,73017,72862,2019-10-30 14:52:56+00:00,android,neutral,buhari would finish second term nothing pdp except making noise nigerian
117,jeffphilips1,naija,rt @sbala_: 😅 https://t.co/3dsmf5g3i6,933,58109,163092,2019-10-30 14:52:56+00:00,iOS,neutral,sbala
118,IgbalodeRealtor,"lagos, nigeria","rt @badmusadewale1: end of discussion! the end ni opin cinema. awo lo,odi arinako otun di 2023 ti olorun bafe. https://t.co/sy3eixrzzw",281,307,18004,2019-10-30 14:52:57+00:00,iOS,neutral,badmusadewale1 end discussion end ni opin cinema awo lo odi arinako otun di 2023 ti olorun bafe
119,chid0rii,west of essos!,"rt @tosinolugbenga: same way apc twitter thinks everyone who criticise buhari's govt  supports atiku/pdp, it's same way pdp twitter thinks…",591,825,3064,2019-10-30 14:52:58+00:00,other,neutral,tosinolugbenga way apc twitter think everyone criticise buhari govt support atiku pdp way pdp twitter think
120,totalfinch,"lagos ,,,nigeria ",rt @chiefojukwu: in shā allāh is arabic not 'muslim' for 'god willing'. it is only nigerians who mistake the language 'arabic' for 'islam'…,505,232,4259,2019-10-30 14:52:58+00:00,iOS,positive,chiefojukwu sh h arabic muslim god willing nigerian mistake language arabic islam
121,iamoverwhelming,none,@oluyinkaadetunj @ogundamisi @atiku government lawyers did theirs for free👋👋👋,460,87,1795,2019-10-30 14:52:59+00:00,android,neutral,oluyinkaadetunj ogundamisi atiku government lawyer free
122,Sidi__jr,"sokoto, nigeria","rt @adebanqie: shout out to 

1. atiku's lawyers
2. the brain behind non-existent inec server
2. osita, the useless star witness
3. the fak…",4931,10500,24209,2019-10-30 14:52:59+00:00,android,negative,adebanqie shout 1 atiku lawyer 2 brain behind non existent inec server 2 osita useless star witness 3 fak
123,IdorenyinEfiong,"uyo, nigeria","rt @william_ukpe: atiku was not the only person that lost in the supreme court.

nigerian democrat institutions lost today,

we are officia…",944,1040,22077,2019-10-30 14:53:00+00:00,iOS,neutral,william ukpe atiku person lost supreme court nigerian democrat institution lost today officia
124,eldris3032,"osun, rivers nigeria",@deeoneayekooto @tajudine2013 with 3mins judgement. thank god atiku has finally gone.,520,251,5357,2019-10-30 14:53:01+00:00,android,neutral,deeoneayekooto tajudine2013 3mins judgement thank god atiku finally gone
125,IkechukwuEgu,"aichi, japan","rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",81,400,73078,2019-10-30 14:53:01+00:00,iOS,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
126,iamzamantu,nigeria,"rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",9262,10300,13982,2019-10-30 14:53:01+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
127,bishop_courage,"kano, nigeria","rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",206,43,1799,2019-10-30 14:53:02+00:00,android,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
128,wasiu_oyelami,none,"rt @dolusegun: dear president uhuru of  @statehousekenya, please surrender the gentleman that came all the way from kenya to fleece atiku a…",898,459,9994,2019-10-30 14:53:03+00:00,android,neutral,dolusegun dear president uhuru statehousekenya please surrender gentleman came way kenya fleece atiku
129,MaDailyGistNG,"lagos, nigeria","breaking: atiku finally loses against buhari at supreme court, peter obi reacts to atiku, pdp’s defeat at supreme c… https://t.co/fxoh5sygv6",78008,390632,718418,2019-10-30 14:53:03+00:00,other,negative,breaking atiku finally loses buhari supreme court peter obi reacts atiku pdp defeat supreme c
130,kjnwaoji,none,"rt @mobilepunch: breaking: supreme court dismisses atiku’s appeal, affirms buhari’s election
https://t.co/71ouefn566
#supremecourt 
#wednes…",1020,926,62514,2019-10-30 14:53:04+00:00,iOS,neutral,mobilepunch breaking supreme court dismisses atiku appeal affirms buhari election supremecourt wednes
131,marvelroyal,nigeria,news:atiku loses at supreme court https://t.co/jsi5qlkgyd https://t.co/w6zt4hcpzo,180,75,1398,2019-10-30 14:53:06+00:00,other,negative,news atiku loses supreme court
132,tony_divine81,"lagos, nigeria",rt @ahayatu: all those that scammed @atiku both off and online: https://t.co/ab2naf237v,4897,874,14685,2019-10-30 14:53:06+00:00,android,neutral,ahayatu scammed atiku online
133,Sanee_Abdallah,"yobe, nigeria",rt @daily_trust: the supreme court has dismissed the appeals filed by the by the peoples democratic party (pdp) and its presidential candid…,20,367,10373,2019-10-30 14:53:07+00:00,android,neutral,daily trust supreme court dismissed appeal filed people democratic party pdp presidential candid
134,thedayorichards,"üt: 9.0111035,7.4710549","buhari now gun down any form of protest. if you don't define your charity walk, buhari can ask soldiers to shoot at… https://t.co/l6fkrai2nq",955,963,29943,2019-10-30 14:53:07+00:00,other,negative,buhari gun form protest define charity walk buhari ask soldier shoot
135,popuolajr,"lagos, nigeria","rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",1114,346,30619,2019-10-30 14:53:08+00:00,iOS,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
136,Irisali14,abuja nigeria,@mobilepunch https://t.co/zkvoweowfa,453,83,1802,2019-10-30 14:53:09+00:00,other,neutral,mobilepunch
137,Dominionik,"federal capital territory, nig",i have been reliably informed that supreme court has made  atiku no to come. well!! supreme court is not his usual bitch.🧐,4808,5833,1721,2019-10-30 14:53:09+00:00,other,negative,reliably informed supreme court made atiku come well supreme court usual bitch
138,Patrick05856722,"lagos, nigeria","what can we say, we give thanks to god all the same.",707,520,8101,2019-10-30 14:53:09+00:00,android,positive,say give thanks god
139,folamanboy,ywg,"rt @william_ukpe: if you're cheering because atiku has lost in the supreme court

let me tell you something about tyranny

it needs blood t…",919,1251,65878,2019-10-30 14:53:10+00:00,other,neutral,william ukpe cheering atiku lost supreme court let tell something tyranny need blood
140,AniekwePatrick,nigeria,"rt @ezeakachidozie: matter closed for @atiku!

supreme court dismisses @atiku's appeal, affirms @mbuhari's election, reasons to be given la…",3967,1210,28855,2019-10-30 14:53:10+00:00,android,negative,ezeakachidozie matter closed atiku supreme court dismisses atiku appeal affirms mbuhari election reason given la
141,ErnestRhykensei,"lagos, nigeria","rt @tosinolugbenga: same way apc twitter thinks everyone who criticise buhari's govt  supports atiku/pdp, it's same way pdp twitter thinks…",2894,2847,15400,2019-10-30 14:53:11+00:00,android,neutral,tosinolugbenga way apc twitter think everyone criticise buhari govt support atiku pdp way pdp twitter think
142,Sidi__jr,"sokoto, nigeria",rt @deeoneayekooto: idiagbon was in saudi arabia when ibb overthrew buhari government in 1985. pmb is in saudi arabia today when buhari gov…,4931,10500,24210,2019-10-30 14:53:13+00:00,android,neutral,deeoneayekooto idiagbon saudi arabia ibb overthrew buhari government 1985 pmb saudi arabia today buhari gov
143,telesquib,worldwide,atiku vs buhari: pdp hands over case to ‘god’ after losing at supreme court https://t.co/13rdyeid6u https://t.co/xucz3dqtoz,171,19,9366,2019-10-30 14:53:14+00:00,other,neutral,atiku v buhari pdp hand case god losing supreme court
144,mahmooodbarde,nigeria,"rt @chiefojukwu: 10. aggressive stand on corruption. in nigeria once you touch anyone, our people quickly come on social media with hashtag…",221,293,9563,2019-10-30 14:53:14+00:00,android,positive,chiefojukwu 10 aggressive stand corruption nigeria touch anyone people quickly come social medium hashtag
145,jeffphilips1,naija,"rt @obibona: and once again it ended in tears for oga atiku!

we move on quickly to more serious business..... https://t.co/n3llynsexv",933,58109,163094,2019-10-30 14:53:14+00:00,iOS,positive,obibona ended tear oga atiku move quickly serious business
146,ChinweOfoha2,nigeria,"rt @drelmo_atiku: so fast. the supreme court dismisses @atiku’s appeal. to communicate its reasons later. 
thank you guys for being there.…",4500,5019,28531,2019-10-30 14:53:15+00:00,android,positive,drelmo atiku fast supreme court dismisses atiku appeal communicate reason later thank guy
147,babatolly,lagos,"rt @chiefojukwu: 10. aggressive stand on corruption. in nigeria once you touch anyone, our people quickly come on social media with hashtag…",504,759,12870,2019-10-30 14:53:15+00:00,iOS,positive,chiefojukwu 10 aggressive stand corruption nigeria touch anyone people quickly come social medium hashtag
148,iamtundegold,"lagos,nigeria","for as many that are heartbroken of atiku's loss...

lets be candid, where u expecting an otherwise ruling?",1769,553,6556,2019-10-30 14:53:15+00:00,android,positive,many heartbroken atiku loss let candid u expecting otherwise ruling
149,telesquibtv,worldwide,atiku vs buhari: pdp hands over case to ‘god’ after losing at supreme court https://t.co/4mhky4itiq https://t.co/r2gajvpthe,2355,436,11616,2019-10-30 14:53:15+00:00,other,neutral,atiku v buhari pdp hand case god losing supreme court
150,peterthafirst,peaceland,"rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",2540,2118,28317,2019-10-30 14:53:16+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
151,itx__kamal,"azare, nigeria","rt @daily_trust: it is over!!!!!!
breaking: atiku loses at supreme court
https://t.co/ughgag5jnk
atiku abubakar muhammadu buhari @atiku @mb…",814,1644,207378,2019-10-30 14:53:16+00:00,iOS,negative,daily trust breaking atiku loses supreme court atiku abubakar muhammadu buhari atiku mb
152,hamid4sani,nigeria,breaking: atiku finally loses against buhari at supreme court: https://t.co/ysmp3wrsnz,702,211,12030,2019-10-30 14:53:18+00:00,android,negative,breaking atiku finally loses buhari supreme court
153,StockmanNigeria,none,"rt @stockmannigeria: #politics:

if atiku is truly 'cumming'.....it would be next election, supreme court upholds buhari's victory.",497,6600,16812,2019-10-30 14:53:19+00:00,android,neutral,stockmannigeria politics atiku truly cumming would next election supreme court upholds buhari victory
154,RBiakpara,"london, uk","rt @akunnachux: few days after cjn said sc justices are human and therefore liable to commit errors, pmb jetted out of the country on a 16-…",1398,1858,22420,2019-10-30 14:53:19+00:00,iOS,negative,akunnachux day cjn said sc justice human therefore liable commit error pmb jetted country 16
155,Tjslyy,nigeria,rt @officialapcng: the all progressives congress (apc) welcomes the supreme court’s dismissal of the appeal filed by the @officialpdpnig an…,1284,1489,51242,2019-10-30 14:53:19+00:00,android,neutral,officialapcng progressive congress apc welcome supreme court dismissal appeal filed officialpdpnig
156,johnplanet,"lagos, nigeria","rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",933,1305,43043,2019-10-30 14:53:19+00:00,iOS,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
